#longitude	latitude	city
7.300000	46.716700	762
7.696100	46.658500	10
7.670600	46.764000	1651
8.233500	46.899300	1466
7.263600	47.096300	793
7.081100	47.389000	576
7.051800	47.028400	603
6.905000	47.177100	998
6.749100	47.056200	981
6.521200	47.309900	1472
6.140300	47.033100	1699
5.904100	46.946000	381
5.724700	46.751600	550
5.486500	47.021600	1338
5.216200	46.783100	1663
4.945300	46.875600	618
4.791500	46.551500	928
4.671500	46.670800	350
4.348900	47.143700	1097
3.971100	47.416400	90
4.895200	47.186400	1500
5.712700	47.124700	1389
5.526900	47.458400	1232
5.636500	47.581400	447
4.935100	47.914900	86
4.964000	48.456900	1458
4.716000	48.434500	1051
5.148000	48.357400	1531
5.845000	47.718700	650
6.279300	47.695700	1633
6.312300	47.807800	1320
6.574500	48.161700	927
6.453400	47.622300	997
7.145400	47.593700	591
6.924100	47.489900	154
7.329500	47.538800	1522
7.552900	47.501200	1823
7.466700	47.450000	1146
7.670100	47.144100	1655
8.283300	47.600000	1509
8.016700	47.750000	722
7.616700	47.783300	2054
7.443900	48.125500	1508
7.294200	47.929100	668
8.216700	48.133300	763
7.572700	48.207900	1507
7.301400	48.285400	937
7.428300	48.542800	469
7.438800	48.718200	592
6.707600	48.539200	265
7.025200	48.941100	200
7.281000	48.819200	657
7.037600	49.025700	1986
7.066700	49.416700	1883
7.450000	49.333300	1985
7.666700	49.366700	908
8.708900	49.831400	1263
8.600000	50.466700	1294
8.833300	50.516700	1013
9.270800	50.751800	37
10.783300	51.266700	166
9.766700	51.500000	486
9.533300	51.333300	1996
9.100000	50.866700	1179
10.233300	50.333300	716
9.366100	49.930800	1967
10.350000	49.583300	1105
9.700000	49.683300	252
8.399200	49.518600	1317
8.398600	49.518600	1059
8.216700	48.800000	695
8.200000	48.800000	1605
7.552900	48.671200	92
8.216700	48.933300	760
8.816700	48.866700	2005
9.183300	48.833300	2059
9.366700	48.983300	878
10.350000	48.850000	227
10.300000	48.650000	113
11.433300	48.600000	1968
11.233300	48.883300	960
10.650000	48.866700	1534
10.433300	49.316700	1299
10.300000	49.516700	1656
10.566700	49.566700	1639
10.816700	49.766700	1402
11.350000	49.800000	743
11.316700	50.350000	1425
12.072600	51.109700	458
11.916700	51.233300	1763
12.100000	51.566700	513
12.166700	52.050000	445
11.166700	52.350000	436
9.753500	52.018900	735
10.350000	52.666700	1994
10.850000	52.683300	687
10.574900	52.904300	2001
9.816700	53.166700	1495
10.900000	52.883300	994
10.966700	53.800000	1843
11.500000	53.833300	881
11.950000	53.650000	1642
11.533300	53.683300	2053
11.300000	53.750000	1178
11.983300	53.716700	1533
12.516700	53.783300	877
12.666700	53.750000	38
13.204500	54.188400	1778
13.083300	54.250000	2052
13.600000	54.116700	1056
14.016700	53.716700	1018
13.283300	53.616700	1391
12.766700	53.600000	964
12.433300	54.200000	509
13.416700	54.333300	841
12.600000	55.766700	876
12.526500	54.961000	270
11.967700	54.568300	197
10.900000	54.266700	1652
10.333300	54.433300	705
10.050000	54.366700	39
9.650000	54.650000	1644
11.348900	55.286100	507
12.034000	55.944400	907
11.478000	55.672400	1760
9.968400	55.369300	549
8.333300	56.266700	1872
8.491600	55.801300	1066
8.549600	55.131100	891
9.357800	55.253700	1768
9.533300	55.233300	1754
9.000000	54.600000	554
9.537600	54.456500	1049
8.916700	54.016700	589
9.150000	54.150000	561
10.416700	53.983300	1972
10.700000	53.683300	27
10.066700	53.600000	710
9.236800	53.802700	1303
9.300000	53.516700	1211
9.900000	53.466700	696
9.533300	53.283300	1835
9.213200	52.779400	544
7.583300	52.516700	51
8.383300	52.633300	704
8.583300	52.233300	247
8.783300	51.550000	512
7.721200	52.368900	1488
6.711400	52.570600	1461
6.499200	52.464300	451
6.561300	52.198000	463
6.288300	52.249300	149
5.950000	52.066700	1819
5.850700	52.449700	443
6.075100	52.961300	1325
6.068000	53.004500	645
8.183300	53.133300	543
7.533300	53.366700	1833
7.036200	53.166500	204
6.714500	53.143200	910
5.738000	53.157600	607
4.625000	52.618800	508
5.345700	52.033400	480
5.134400	51.880200	6
5.190000	51.888700	158
5.516700	52.100000	961
5.716900	51.748800	1916
6.300000	51.216700	511
5.900000	51.050000	1638
5.466700	50.850000	1521
5.233300	50.950000	1744
5.350000	51.100000	1746
5.116700	51.350000	911
4.950000	51.100000	2039
4.800000	51.133300	455
4.700000	51.266700	2056
4.774700	51.514300	599
5.041300	51.674400	1952
4.611300	51.640100	2044
4.650000	51.583300	97
4.397800	51.360200	1448
4.181700	51.417100	1511
4.038500	51.650300	1315
3.443300	51.246100	505
3.566700	51.183300	506
1.383300	52.033300	1471
0.866700	52.083300	1183
1.200000	52.500000	577
-0.266700	54.150000	1494
-0.816700	54.000000	260
-1.216700	53.850000	1873
-0.750000	53.550000	1973
-1.250000	53.250000	523
-2.516700	53.716700	1129
-3.333300	55.916700	632
-3.216700	54.183300	76
-2.816700	53.366700	681
-1.883300	52.150000	1580
-1.733300	51.950000	1038
-1.083300	52.433300	1280
-1.033300	52.716700	1486
-0.983300	52.916700	416
-0.883300	53.066700	1757
-0.450000	53.266700	1771
-0.350000	53.233300	1750
-0.750000	52.433300	1538
-0.450000	51.900000	989
-0.400000	51.400000	1053
-0.033300	51.633300	1403
0.316700	52.000000	670
0.316700	51.900000	1831
0.366700	51.666700	588
0.300000	51.550000	1439
2.217700	50.996500	1041
1.831300	50.893300	1574
2.254600	50.539400	955
2.263500	50.397200	1373
2.428600	50.295200	1627
2.636300	50.373600	288
3.053000	50.379300	974
3.166700	50.317300	533
3.462400	50.153500	1931
3.580900	50.198400	1256
3.642500	50.073300	321
3.840000	49.713000	935
3.743500	49.700200	1847
3.167100	49.856600	1404
3.048000	49.588300	1579
3.134600	49.525200	290
2.877400	49.437800	361
2.648700	49.699000	1963
2.956600	49.896600	1145
2.981400	50.085800	172
2.686800	50.080900	155
3.062200	50.522200	83
2.950000	50.750000	145
2.424700	50.518500	558
1.773800	50.554600	171
1.525300	50.041400	439
1.452000	49.806700	376
1.634300	49.937200	237
1.772800	49.816200	1560
1.667300	49.582100	697
1.853600	49.549200	1732
2.242300	49.140500	335
1.754400	49.195600	345
1.687600	49.176900	1195
2.204900	48.971100	401
2.288600	48.893900	1007
2.221100	48.732600	638
2.370700	49.130800	1926
2.860200	48.941100	1940
2.768100	48.542800	405
2.930400	48.335500	1274
2.949600	48.383600	1193
3.274300	48.365000	394
3.477300	48.842000	1191
3.201500	48.902000	1567
3.367900	49.002000	1271
3.863000	49.175100	346
3.572300	49.475800	1182
3.296300	49.401700	1344
3.555500	49.529600	1907
4.686500	49.137500	975
4.657200	49.486900	1661
4.566700	49.516700	33
4.480400	49.538200	1058
4.705000	50.004600	700
4.327400	50.151100	590
3.962700	50.264300	1050
3.800000	50.616700	1072
3.683300	50.733300	526
3.716700	50.866700	233
3.550000	50.983300	79
3.816700	51.066700	1913
4.016700	51.000000	1647
4.383300	51.166700	188
4.516700	51.200000	1998
4.533300	51.066700	1706
4.450000	50.866700	1707
4.600000	50.816700	1042
4.583300	50.833300	1649
4.816700	51.033300	1470
4.900000	50.933300	1828
5.443600	50.602200	572
5.233300	50.383300	699
5.383300	50.300000	1273
4.800000	50.350000	417
5.166700	50.000000	1491
5.733300	49.766700	708
5.883300	50.533300	132
5.683300	50.566700	1853
6.416700	50.166700	1295
6.566700	50.416700	1643
7.100000	50.550000	965
7.233300	50.850000	680
6.933300	51.216700	727
7.733300	51.066700	205
7.569300	51.000600	667
7.450000	51.000000	1645
7.600000	50.650000	251
7.300000	50.550000	441
7.150000	50.366700	871
7.566700	50.583300	496
7.716700	50.083300	448
7.766700	49.883300	1731
7.816700	49.666700	461
7.600000	49.550000	1527
7.533300	49.466700	900
6.750000	49.916700	706
6.566700	49.666700	564
5.915400	49.433600	419
5.600000	49.566700	637
4.979800	49.634200	1497
5.003900	48.783300	1169
3.903100	48.469500	1895
3.943400	47.911200	1852
3.432500	47.497400	342
2.172900	47.608900	1743
2.450000	47.166700	1601
1.950000	47.483300	1000
2.116700	48.000000	934
2.291800	48.226000	1469
2.422500	48.602200	1031
1.877600	48.586000	654
1.772600	48.463600	88
1.381400	48.367100	1144
1.525700	47.793700	806
1.009400	47.723500	742
1.233900	47.613500	1562
1.040300	47.055500	1922
1.582400	47.344400	671
1.630100	46.622500	1202
1.861500	46.884900	1258
2.566700	46.283300	1020
1.571900	46.155900	334
0.909300	46.322500	1791
-0.429000	46.049000	203
-0.218000	46.323400	1421
-0.120800	46.589800	1566
-0.986100	46.707000	1698
-1.116700	47.100000	1561
-2.480300	47.277500	151
-3.639600	48.527700	232
-2.700000	48.066700	244
-1.679500	47.596500	1107
-1.533300	47.616700	933
-0.397600	47.455900	50
0.296100	47.425700	730
0.384000	47.683000	1186
-0.339100	48.495000	1253
0.083300	48.350000	986
0.021400	48.731400	810
-0.710300	48.645900	1040
-1.225400	49.043900	437
-0.674800	48.853800	1906
-0.283100	48.973600	575
-0.395100	48.989100	331
0.966700	49.250000	1571
1.436200	49.117600	1570
1.616700	49.316700	1564
1.590300	49.382900	1198
0.852800	49.599500	415
0.634800	49.531000	57
0.457700	49.485500	1800
0.368400	49.556100	631
-0.282500	49.241500	1556
-1.337400	49.356100	1019
-1.530900	49.217000	1004
-2.817800	48.570500	1407
-5.197400	50.310600	1546
-5.600000	50.183300	1849
-8.783300	52.166700	325
-9.616700	51.900000	301
-9.516700	52.050000	372
-9.233300	52.316700	1204
-7.270300	52.583100	1668
-6.578900	53.014400	1262
-8.893300	52.939400	418
-8.221100	53.210800	412
-7.826900	53.269400	557
-7.800000	53.733300	47
-7.374000	54.571000	489
-6.166700	54.983300	306
-6.266700	54.466700	1073
-3.916700	56.016700	494
-2.883300	56.450000	1811
-2.427300	56.748100	411
-2.350000	57.133300	608
-2.350000	57.650000	604
-4.416700	57.983300	1839
-2.533300	57.016700	1764
-2.883300	56.583300	770
-3.033300	56.166700	258
-3.516700	55.066700	389
-3.450000	53.266700	1547
-4.283300	53.033300	1035
-4.787800	51.913900	1071
-3.496400	51.167800	1832
-3.533300	50.900000	1990
-3.783300	50.633300	1277
-3.084100	51.048300	1975
-4.117800	51.753600	1036
-3.676700	51.533300	854
-3.493300	51.456900	1037
-2.892200	51.545000	1982
-2.416700	51.816700	1976
-0.916700	51.133300	502
-1.383300	50.900000	777
-2.016700	50.600000	962
-3.784100	50.282500	867
-4.202400	48.497300	963
-3.112700	47.598000	1387
-6.319400	42.939300	1938
-5.864300	43.578700	1355
-5.983600	42.089400	1526
-5.716700	42.100000	936
-5.664100	41.392000	784
-5.793500	41.039400	519
-5.478900	40.476200	1243
-5.583300	40.316700	1047
-6.637800	40.061300	1197
-5.906200	40.506800	1593
-6.682000	37.948800	1892
-5.988900	37.675800	320
-5.634100	37.079500	516
-4.214600	37.945400	1044
-4.900000	39.433300	1523
-4.918000	39.962900	311
-4.309500	40.991800	49
-4.417300	41.257600	1588
-4.050000	41.133300	1324
-3.558000	40.885700	515
-3.694900	41.181500	1918
-3.410000	40.590400	1664
-3.659700	40.392400	1441
-4.091500	40.204400	1898
-3.191000	40.207700	1891
-2.949700	40.165700	992
-2.884700	39.920900	34
-3.621700	37.948500	1844
-3.012700	37.008400	968
-5.845900	36.136900	2037
-1.308100	35.280800	1692
-4.350000	34.910000	1138
-5.450000	35.283300	32
-15.511800	28.100100	1618
-17.454200	14.692800	548
3.900000	7.800000	761
6.760000	11.814100	1961
7.583300	10.800000	837
9.566700	11.433300	473
6.594600	5.861800	1306
14.683300	-13.783300	286
18.161600	-33.344400	2030
18.421300	-33.941000	1946
18.420000	-34.155900	625
27.217400	-32.834800	467
27.232900	-31.703100	946
31.000100	-29.834800	1327
30.886400	-29.965700	1876
30.855800	-30.096300	1988
28.414500	-26.204700	457
28.303000	-26.222000	1966
27.900000	-26.033300	1733
28.116700	-25.800000	1943
28.267100	-25.825900	1987
28.149400	-25.805800	1894
28.270300	-26.057900	626
27.150000	-24.933300	1541
35.866700	-1.083300	1237
47.783300	-18.333300	44
55.533300	-20.900000	217
57.483300	-20.300000	1384
57.580200	-20.018400	957
57.583300	-20.050000	165
63.408300	-19.694400	1329
36.816700	-1.283300	1229
37.016700	-0.166700	1235
37.650000	-0.333300	367
38.933300	15.333300	78
47.162700	23.991500	466
55.274600	25.221900	1630
55.943200	25.789500	1475
55.553300	25.565300	1877
70.033300	21.883300	800
70.300000	21.159700	1084
72.800000	19.183300	1109
73.366700	18.616700	41
73.706900	16.115600	1321
73.850000	15.500000	1503
74.466700	16.166700	682
75.700000	16.183300	103
75.116700	15.783300	1634
78.008300	15.013000	181
80.050000	15.350000	1801
79.450000	17.366700	1903
78.655000	17.430600	56
78.116700	18.666700	1270
77.050000	19.183300	1445
76.383300	18.733300	40
75.516700	18.016700	1070
75.966700	17.166700	767
77.100000	18.250000	454
80.200000	18.316700	1234
81.633300	17.250000	1397
83.966700	21.450000	1587
86.450000	22.516700	1217
87.883300	23.066700	1464
88.630300	23.776900	1135
90.166700	23.983300	189
89.850000	25.300000	1076
87.848700	24.224300	1803
84.883300	26.083300	1804
83.983300	25.583300	273
83.723900	26.274400	138
81.916700	26.050000	60
81.116700	25.783300	859
81.300000	24.533300	1501
79.219700	24.830500	99
78.808900	24.696600	1687
78.532400	21.421300	1170
78.133300	20.400000	2021
73.936400	26.203100	782
75.433300	27.266700	100
76.483300	24.983300	118
72.383300	23.916700	1690
71.050000	22.833300	1115
73.066700	25.700000	179
71.125900	29.008500	12
73.183500	31.567800	333
75.596700	31.096400	1286
77.183300	30.983300	332
77.463300	29.560800	178
75.233300	30.316700	1367
77.200000	27.866700	1443
79.383600	27.922700	1375
81.040200	26.920000	633
79.733300	26.116700	820
79.222700	24.628200	136
79.116700	21.950000	336
83.616700	21.333300	135
83.550000	18.250000	459
82.043800	17.244400	832
81.724100	16.835500	834
80.971400	16.297000	428
80.133300	12.950000	364
80.240800	13.070000	353
80.278100	13.081900	1340
78.933300	13.650000	1374
76.566700	11.483300	1223
75.566700	11.966700	772
75.350000	12.050000	1796
75.868900	11.178000	1465
76.966700	9.850000	751
76.255900	9.920100	1213
79.900300	7.218000	830
79.875700	7.164300	842
78.940600	9.822800	54
80.416700	7.483300	720
80.166700	7.483300	601
80.450000	5.966700	452
79.915900	6.854500	1244
116.033300	-30.466700	397
115.736800	-31.779000	1210
118.116700	-30.883300	134
117.082400	-32.532500	1376
117.833300	-34.516700	2000
120.046900	-33.583000	1481
121.875000	-33.857000	1284
122.399400	-28.625300	977
137.766700	-34.516700	1602
137.731100	-35.044000	504
138.942500	-35.002900	442
141.366700	-35.233300	407
144.150000	-35.733300	605
145.950000	-37.933300	1245
146.233300	-38.250000	1239
147.331700	-42.883200	726
145.933300	-41.083300	1991
145.166700	-37.950000	1603
144.564300	-37.972800	382
143.364700	-37.686000	1714
145.066700	-37.033300	719
145.400000	-36.383300	1680
147.066700	-41.000000	1062
146.918800	-36.145400	127
149.966700	-36.350000	465
150.282300	-34.491600	1133
150.600000	-33.716700	1962
150.924100	-33.882600	293
150.880700	-33.911200	268
151.216700	-33.733300	167
150.983300	-33.383300	1989
150.550000	-34.150000	1206
150.430600	-34.439300	1971
147.250000	-33.533300	263
147.351600	-35.145200	1838
149.783300	-29.916700	162
151.350000	-30.466700	2019
145.016700	-26.633300	349
166.050000	-21.866700	235
173.505700	-35.393200	1482
175.300000	-38.050000	1812
175.450000	-37.866700	698
176.133300	-37.716700	612
176.824200	-39.674400	1333
151.515400	-32.790800	379
151.609800	-32.974900	226
151.481500	-32.837800	1349
150.890100	-32.261200	1220
151.083300	-31.200000	1368
153.150000	-28.866700	380
152.866700	-27.600000	1490
153.058300	-27.483300	1276
153.183300	-27.516700	297
153.044500	-27.355900	2051
152.882800	-27.559400	163
152.597000	-27.566100	1095
151.766700	-27.050000	1289
152.133300	-28.050000	640
151.962500	-27.586800	327
152.052800	-27.530900	1410
152.033300	-26.883300	621
150.789300	-23.187600	1209
148.683300	-20.283300	294
141.909000	-12.698000	1160
144.786300	13.444300	1142
117.089400	-8.429200	193
114.210100	-7.750700	74
112.303700	-7.670300	129
113.059800	-7.200100	1230
116.250000	5.783300	828
108.883300	15.050000	678
105.119300	12.428700	214
107.016700	10.950000	1848
106.731900	10.834200	745
103.996600	11.855100	906
105.062700	13.594300	1424
99.337000	17.880500	1734
100.233300	16.916700	1825
100.300000	16.383300	126
100.333300	14.950000	122
100.683300	14.733300	121
100.611600	13.785500	1958
100.983500	13.362200	1208
100.933300	13.883300	120
100.000000	13.400000	128
99.900000	12.666700	124
99.166700	10.500000	369
101.165800	12.698900	125
102.500000	5.750000	827
102.400000	5.833300	1343
101.707300	6.398100	123
100.077900	7.617900	1365
99.666900	7.386200	2016
99.416700	9.150000	119
99.333100	9.140100	46
98.415100	9.194000	865
100.381400	5.463400	1356
99.314000	3.414800	617
98.949300	2.877500	1773
106.814100	-6.161600	1362
104.200000	-4.983300	853
103.890800	1.356700	734
103.956100	1.341100	1701
102.100000	3.016700	829
101.795200	2.988500	1797
101.778300	3.143700	1798
102.222000	2.240800	1083
102.171600	2.521900	595
105.526900	-5.117800	888
106.806500	-6.196900	1360
106.859600	-6.184800	801
106.981400	-6.312300	133
109.470000	-7.359400	130
108.006700	-6.852200	43
107.076400	-6.274700	371
109.513000	-6.873900	847
110.420000	-7.245000	1219
110.896200	-6.564800	1132
111.016700	-6.483300	22
111.469900	-6.651400	194
111.601400	-6.680600	115
111.605000	-6.704900	131
112.049300	-6.902100	1141
110.488600	-7.006700	1351
111.019700	-7.370000	848
111.895600	-8.241000	791
115.223000	-8.420300	1870
116.658700	-8.511800	1604
119.799300	-3.927500	1689
119.633900	-5.248200	1337
121.068000	-3.108500	1398
120.863600	-2.533300	1287
124.300000	7.216700	435
125.648900	7.110000	1334
123.858600	10.286100	1444
123.846100	8.309600	1704
123.321900	8.038200	431
122.592200	10.655800	803
122.605300	11.431000	82
124.307200	11.803600	1911
123.495300	13.258900	1292
121.846900	13.322200	610
120.925300	13.879400	1789
121.141000	13.805500	110
121.120800	14.210800	1123
120.598300	14.561900	1021
120.883900	14.338900	1345
120.810400	14.844300	1086
121.111000	14.637900	396
121.070800	14.515800	677
120.550000	14.983300	1094
120.542100	15.071600	1406
120.448900	15.359700	259
121.089600	16.283800	495
110.155800	19.665600	796
109.054400	19.367500	470
111.015000	22.470800	686
109.169500	21.668200	713
105.418800	21.306500	1932
103.023000	21.386000	462
100.333300	24.316700	2028
94.833300	26.283300	1862
93.050000	27.300000	500
91.112300	23.974600	240
91.350000	29.666700	444
102.989400	27.771600	799
105.666400	29.765800	2048
107.506400	28.629700	663
106.890800	31.066600	280
110.066400	34.565300	739
108.766700	30.850000	2032
110.846400	27.546700	2029
110.863200	26.344100	1039
112.539800	25.232500	1029
113.235300	23.242600	432
113.250000	23.116700	295
113.202500	23.102400	479
112.466200	22.050700	338
114.116700	22.233300	2033
114.183300	22.350000	1957
113.882500	22.787400	639
114.183300	22.550000	1024
114.400000	23.083300	741
114.561800	23.427400	2009
115.150400	23.233200	2006
116.274700	23.620600	2008
116.390400	23.454100	798
117.045300	24.281900	1027
117.516400	25.555000	107
118.480000	24.772800	1859
121.538900	24.960000	2007
121.200000	23.116700	355
120.307100	22.641900	427
120.315000	23.305300	738
120.559700	23.985800	105
119.333300	25.900000	748
119.405800	27.409200	2010
119.466900	27.034600	1682
118.960300	27.426400	797
119.456100	29.083900	2017
119.839200	29.218300	737
117.948900	28.662500	1028
118.615000	27.429400	1675
114.316700	30.250000	2004
113.900000	29.983300	2034
113.748600	28.968900	1231
115.670300	28.338300	478
116.911100	27.297300	1015
120.430900	30.531100	362
119.866700	30.600000	1168
118.241700	31.625000	1677
116.552800	31.650000	1960
115.600000	32.116700	1959
115.770300	33.877200	239
114.395800	35.711100	1026
112.667500	37.744700	1454
115.817500	38.870000	61
115.833300	36.666700	1846
117.532500	37.651700	2027
119.567200	35.579400	1008
116.983300	35.300000	1009
126.574200	34.177500	1272
126.930600	34.383600	673
126.900000	34.550000	1275
127.439400	35.315600	1999
127.589200	34.975300	924
126.297800	34.466700	1628
121.293100	30.248900	1678
121.245700	30.176400	2012
120.990300	30.075100	1205
120.629800	31.314700	1377
121.265800	31.169400	2011
122.282900	30.027000	2046
127.983300	26.371200	1163
128.033300	26.616700	1080
130.400000	31.950000	725
131.290800	31.385000	920
130.466700	32.566700	1662
130.735200	32.858700	1780
130.718900	32.813600	2013
130.620600	32.502400	676
130.600000	33.200000	833
129.722800	33.159200	1629
128.610300	34.733900	360
128.820000	35.099200	1543
132.716700	33.283300	845
132.766100	33.841700	1118
133.383300	34.566700	1684
133.748300	34.554700	918
133.935000	34.661700	1308
137.100000	37.416700	93
137.333300	37.433300	915
139.570800	37.729200	884
139.000000	36.500000	20
138.416700	35.783300	728
137.133300	35.316700	1794
136.966700	35.050000	1309
135.783300	34.633300	893
135.631900	34.620500	926
135.548900	34.496500	1314
134.289900	35.386300	430
135.039100	35.160300	1799
138.200000	34.666700	1781
138.783300	34.666700	892
139.223600	35.371100	694
139.494800	35.342300	429
139.550000	35.333300	2015
139.417400	35.545400	1268
139.089700	35.671700	764
139.629700	35.855900	1267
139.795600	35.793600	1795
140.033300	35.480000	52
140.311600	35.309700	15
140.316700	35.783300	1233
139.980400	35.821000	1578
139.948400	35.710200	593
139.850000	35.750000	62
139.705500	36.057600	1685
139.583300	36.366700	1802
140.116700	37.683300	1312
140.273600	38.153900	824
141.179000	38.408900	718
141.116700	38.983300	724
142.457800	44.350600	1246
142.209200	47.997800	758
138.766700	47.233300	1248
134.000000	46.220000	1418
130.850000	45.800000	1453
131.969200	44.309200	1427
131.430000	43.040000	1240
128.997200	42.539700	711
128.408100	36.975000	1875
129.138600	35.749400	351
129.008600	35.558900	366
128.681100	35.228100	337
128.212300	35.747300	1225
127.216700	36.916700	771
127.641100	37.304200	679
127.104600	37.602000	808
127.083300	37.516700	1702
127.071000	37.331000	1772
126.722000	37.505300	262
126.741900	37.583900	1793
126.581400	37.652200	2031
122.991100	39.700800	370
122.909700	41.217200	1033
124.231700	41.635300	2003
117.937700	50.925200	29
117.139900	51.591000	869
116.500000	51.866700	1636
115.516700	52.350000	1923
102.775000	46.263900	72
87.600500	43.801000	1884
86.568300	42.058600	2018
81.075800	43.122800	339
75.453300	43.558100	2047
78.314700	45.452800	1175
78.966700	44.550000	359
76.180400	43.148200	2045
76.151900	39.706100	85
75.133300	32.933300	1871
74.883300	32.100000	1238
74.222200	32.047200	861
74.079300	32.975700	180
74.351700	33.614700	102
71.767800	40.477200	1807
73.010200	33.594100	1154
72.387300	33.593700	84
70.924700	30.875400	783
69.572500	32.298900	1956
67.905500	27.847700	1673
61.683300	27.116700	1622
57.262700	27.728600	1463
50.886700	35.847400	862
51.300000	36.683300	831
53.283600	36.744300	863
58.383300	37.950000	75
47.267900	32.694100	446
46.789000	34.926700	1674
44.524400	33.818300	860
45.195800	34.729400	844
46.587700	35.884900	176
41.480600	37.586700	1625
41.566700	38.033300	609
41.637200	41.638600	150
40.111000	40.787400	2026
46.125300	38.173600	1545
46.511300	38.805600	91
44.966700	39.500000	98
44.382500	40.486100	1676
44.651700	40.963300	1863
45.094700	41.454700	606
42.700000	40.583300	438
44.485800	42.124200	18
44.633500	43.729500	1061
46.659200	45.270100	2062
45.050300	43.238600	1251
45.606700	43.056100	889
45.776400	43.428100	646
45.755600	43.302100	685
46.456000	42.649100	1836
47.969700	42.022800	498
53.971900	49.661100	836
49.691700	49.437800	231
49.483300	50.733300	835
49.147000	51.643100	213
52.798500	54.537800	261
50.481800	53.014500	1432
48.594700	52.859400	1428
46.089200	52.858900	1540
46.498100	51.613400	1688
41.789400	51.582100	1236
40.341200	50.858800	30
36.916700	52.200000	885
35.967100	52.999500	873
34.312900	51.150200	191
37.821400	50.570900	1752
37.161100	49.309500	352
36.588300	49.798700	538
39.073300	46.984400	914
39.756700	46.458300	922
41.030500	45.351000	857
40.240000	45.516100	1052
38.445200	45.752900	1758
38.176000	45.647300	658
35.000000	46.916700	909
29.471100	46.830600	1829
29.358300	46.842500	689
28.856900	47.284700	779
27.928900	47.761700	117
27.016700	47.766700	1854
26.886100	47.617400	328
26.366700	47.166700	1842
26.735200	47.123800	1212
23.976400	46.448300	627
23.633300	46.150000	1307
23.200000	46.233300	257
21.853600	45.812500	546
22.933300	47.416700	216
21.950000	49.250000	1226
22.689500	50.141900	425
22.566700	50.166700	1855
21.783100	50.656800	1857
21.439200	51.009300	1626
21.482800	51.316300	254
22.172600	51.345100	256
23.438600	51.348800	1997
25.183300	50.883300	146
26.184900	50.601500	1869
26.276800	52.038100	1201
23.729700	53.168600	1784
23.150000	53.370600	221
22.972700	53.908100	1785
24.033300	54.050000	1930
23.383300	54.583300	9
23.316700	54.583300	1173
22.769600	54.260900	684
19.417800	54.271300	1222
